Age,Favourite_healthy_food,Favourite_cheat_meal,Main_macronutrient_source,Flexibility_level,Dehydration,Compound_movements_workout,Workout_minutes_per_week,Outcome
31,Kale,Donut,Protein,1173,yes,no,444,Strength_restored
31,Beets,Ramen,Good fat,256,yes,no,873,Strength_restored
31,Kale,Ramen,Protein,-277,yes,no,1008,Strength_restored
31,Almond,Ramen,Good fat,294,yes,no,536,Strength_restored
31,Almond,Pizza,Protein,622,no,no,420,Strength_restored
31,Kale,Ramen,Protein,0,yes,yes,913,Strength_restored
31,Almond,Donut,Good fat,325,yes,no,1139,Strength_restored
31,Almond,Donut,Good fat,1224,yes,yes,1441,Strength_restored
31,Kale,Donut,Carbs,33,yes,no,901,Strength_restored
31,Almond,Donut,Good fat,0,yes,yes,664,Strength_restored
31,Almond,Donut,Good fat,676,no,no,1182,Strength_restored
31,Almond,Pizza,Good fat,165,no,yes,523,Strength_restored
31,Almond,Pizza,Good fat,37,no,no,669,Strength_restored
31,Kale,Donut,Good fat,120,no,no,1000,Strength_restored
31,Almond,Pizza,Good fat,2,no,no,848,Strength_restored
31,Almond,Pizza,Good fat,1858,no,no,453,Strength_restored
31,Almond,Donut,Good fat,156,no,no,657,Strength_restored
31,Almond,Ramen,Good fat,254,no,no,1576,Strength_restored
31,Beets,Donut,Good fat,94,no,no,579,Strength_restored
31,Kale,Ramen,Good fat,0,no,no,581,Strength_restored
31,Almond,Donut,Good fat,1331,no,no,268,Strength_restored
31,Kale,Pizza,Good fat,2807,no,no,154,Strength_restored
31,Salmon,Pizza,Protein,0,no,no,160,Strength_restored
31,Kale,Pizza,Good fat,761,no,no,514,Strength_restored
31,Almond,Pizza,Protein,19,yes,no,1978,Strength_restored
31,Kale,Donut,Good fat,-35,no,no,952,Strength_restored
31,Beets,Donut,Protein,314,yes,no,1341,Strength_restored
31,Beets,Pizza,Good fat,2589,no,no,614,Strength_restored
31,Almond,Pizza,Protein,3950,yes,no,529,Strength_restored
31,Almond,Donut,Protein,8629,yes,no,957,Strength_restored
31,Almond,Donut,Good fat,4148,yes,no,316,Strength_restored
31,Beets,Donut,Protein,111,no,no,504,Strength_restored
31,Kale,Pizza,Protein,1709,no,yes,944,Strength_restored
31,Almond,Ramen,Protein,217,yes,no,1776,Strength_restored
31,Beets,Pizza,Carbs,163,no,no,707,Strength_restored
31,Almond,Donut,Good fat,1331,no,no,182,Strength_restored
31,Beets,Pizza,Carbs,406,no,no,736,Strength_restored
31,Beets,Donut,Good fat,168,no,no,193,Strength_restored
31,Almond,Donut,Good fat,141,yes,no,572,Strength_restored
31,Beets,Pizza,Protein,1214,no,no,974,Strength_restored
31,Kale,Pizza,Good fat,1109,no,no,642,Strength_restored
31,Kale,Pizza,Protein,13,no,yes,1019,Strength_restored
31,Almond,Pizza,Good fat,12857,yes,no,158,Strength_restored
31,Beets,Pizza,Good fat,1815,no,no,1541,Strength_restored
31,Almond,Ramen,Good fat,373,no,no,132,Strength_restored
31,Almond,Donut,Good fat,2603,yes,no,280,Strength_restored
31,Almond,Pizza,Good fat,924,no,no,172,Strength_restored
31,Almond,Ramen,Good fat,883,yes,no,112,Strength_restored
31,Almond,Ramen,Good fat,71,no,no,119,Strength_restored
31,Almond,Pizza,Good fat,115,no,no,187,Strength_restored
31,Kale,Donut,Protein,180,no,no,299,Strength_restored
31,Kale,Donut,Protein,447,no,no,220,Strength_restored
31,Kale,Donut,Protein,1406,yes,yes,1091,Strength_restored
31,Kale,Donut,Protein,183,no,no,495,Strength_restored
31,Almond,Pizza,Good fat,676,yes,no,124,Strength_restored
31,Kale,Pizza,Good fat,1081,no,no,202,Strength_restored
31,Kale,Donut,Good fat,3382,no,no,739,Strength_restored
31,Almond,Pizza,Good fat,2016,no,no,209,Strength_restored
31,Kale,Pizza,Protein,181,no,no,325,Strength_restored
31,Almond,Donut,Protein,35,no,no,615,Strength_restored
31,Almond,Pizza,Good fat,1619,no,no,327,Strength_restored
31,Almond,Pizza,Good fat,354,no,no,502,Strength_restored
31,Kale,Donut,Protein,4182,yes,no,347,Strength_restored
31,Kale,Pizza,Protein,196,yes,no,568,Strength_restored
31,Kale,Pizza,Protein,53,yes,yes,530,Strength_restored
31,Kale,Pizza,Protein,1979,yes,yes,1205,Strength_restored
31,Almond,Pizza,Good fat,59,yes,yes,1347,Strength_restored
31,Almond,Pizza,Protein,0,yes,no,895,Strength_restored
31,Almond,Donut,Protein,2,yes,yes,703,Strength_restored
31,Almond,Pizza,Good fat,355,yes,no,609,Strength_restored
31,Almond,Donut,Protein,879,yes,no,394,Strength_restored
31,Beets,Pizza,Good fat,17924,yes,no,745,Strength_restored
31,Almond,Donut,Protein,8781,yes,no,680,Strength_restored
31,Kale,Pizza,Protein,953,yes,no,479,Strength_restored
31,Almond,Donut,Protein,685,yes,no,552,Strength_restored
31,Almond,Pizza,Good fat,2734,yes,no,858,Strength_restored
31,Kale,Pizza,Protein,239,yes,no,666,Strength_restored
31,Kale,Pizza,Protein,138,no,no,91,Strength_restored
31,Kale,Pizza,Good fat,64,no,no,261,Strength_restored
31,Kale,Pizza,Good fat,882,no,no,411,Strength_restored
31,Beets,Donut,Protein,6,no,no,121,Strength_restored
31,Almond,Pizza,Good fat,617,no,no,1161,Strength_restored
31,Almond,Pizza,Good fat,924,no,no,207,Strength_restored
31,Beets,Pizza,Protein,582,yes,no,548,Strength_restored
31,Kale,Pizza,Good fat,252,no,no,107,Strength_restored
31,Almond,Pizza,Good fat,5205,no,no,529,Strength_restored
31,Kale,Pizza,Protein,1776,no,no,220,Strength_restored
31,Kale,Donut,Bad fat,14533,no,no,245,Strength_restored
31,Kale,Donut,Protein,625,yes,no,135,Strength_restored
31,Almond,Donut,Good fat,1032,no,no,284,Strength_restored
31,Almond,Pizza,Protein,202,yes,no,167,Strength_restored
31,Almond,Pizza,Good fat,307,no,no,361,Strength_restored
31,Almond,Donut,Good fat,10884,no,no,294,Strength_restored
31,Kale,Pizza,Protein,181,no,no,182,Strength_restored
31,Almond,Donut,Protein,35,no,no,315,Strength_restored
31,Almond,Donut,Good fat,537,yes,no,216,Strength_restored
31,Beets,Pizza,Good fat,3343,no,no,365,Strength_restored
31,Almond,Pizza,Good fat,924,no,no,231,Strength_restored
31,Almond,Pizza,Good fat,12569,no,no,344,Strength_restored
31,Almond,Donut,Good fat,6138,no,no,154,Strength_restored
31,Kale,Pizza,Bad fat,6281,no,no,257,Strength_restored
31,Almond,Donut,Good fat,81,yes,no,164,Strength_restored
31,Almond,Pizza,Good fat,533,no,no,90,Strength_restored
31,Kale,Pizza,Protein,181,no,no,239,Strength_restored
31,Almond,Pizza,Good fat,9421,no,no,372,Strength_restored
31,Almond,Pizza,Protein,4198,no,no,234,Strength_restored
31,Kale,Donut,Protein,318,no,no,310,Strength_restored
31,Kale,Donut,Protein,684,yes,no,620,Strength_restored
31,Kale,Donut,Good fat,3338,yes,no,264,Strength_restored
31,Kale,Pizza,Protein,2544,no,no,229,Strength_restored
31,Beets,Donut,Good fat,330,no,no,260,Strength_restored
31,Kale,Donut,Good fat,1570,yes,no,277,Strength_restored
31,Almond,Pizza,Good fat,147,no,no,469,Strength_restored
31,Almond,Pizza,Good fat,3384,no,no,247,Strength_restored
31,Almond,Donut,Protein,1229,no,no,176,Strength_restored
31,Almond,Pizza,Protein,410,no,no,342,Strength_restored
31,Beets,Pizza,Protein,2616,no,no,374,Strength_restored
31,Kale,Pizza,Protein,846,no,no,405,Strength_restored
31,Almond,Pizza,Good fat,515,no,no,296,Strength_restored
31,Almond,Pizza,Good fat,147,no,no,163,Strength_restored
31,Kale,Pizza,Protein,54,yes,no,401,Strength_restored
31,Kale,Pizza,Protein,1027,no,no,217,Strength_restored
31,Kale,Pizza,Protein,3511,no,no,667,Strength_restored
31,Beets,Donut,Good fat,2666,no,no,411,Strength_restored
31,Almond,Pizza,Good fat,2907,yes,no,248,Strength_restored
31,Almond,Ramen,Good fat,414,no,yes,241,Strength_restored
31,Beets,Ramen,Good fat,756,no,no,355,Strength_restored
31,Almond,Pizza,Good fat,1761,yes,no,332,Strength_restored
31,Kale,Pizza,Protein,228,no,no,744,Strength_restored
31,Kale,Pizza,Protein,-205,no,no,481,Strength_restored
31,Almond,Donut,Good fat,877,no,no,209,Strength_restored
31,Almond,Pizza,Good fat,3340,no,no,213,Strength_restored
31,Kale,Pizza,Good fat,4951,no,no,285,Strength_restored
31,Kale,Donut,Protein,243,yes,no,305,Strength_restored
31,Kale,Pizza,Protein,3511,no,no,311,Strength_restored
31,Almond,Donut,Good fat,4328,no,no,203,Strength_restored
31,Almond,Pizza,Protein,410,no,no,182,Strength_restored
31,Almond,Pizza,Protein,0,no,no,188,Strength_restored
31,Almond,Pizza,Good fat,3283,no,no,258,Strength_restored
31,Beets,Pizza,Protein,284,yes,no,855,Strength_restored
31,Beets,Donut,Good fat,2666,no,no,318,Strength_restored
31,Almond,Donut,Good fat,792,no,no,763,Strength_restored
31,Almond,Donut,Protein,0,no,no,720,Strength_restored
31,Kale,Donut,Protein,447,no,no,327,Strength_restored
31,Almond,Donut,Good fat,1812,no,no,461,Strength_restored
31,Kale,Donut,Protein,152,yes,yes,831,Strength_restored
31,Almond,Donut,Good fat,1331,no,no,297,Strength_restored
31,Kale,Pizza,Good fat,985,yes,no,997,Strength_restored
31,Kale,Pizza,Carbs,26965,no,no,654,Strength_restored
31,Almond,Donut,Good fat,131,no,no,332,Strength_restored
31,Almond,Pizza,Good fat,4041,no,no,1034,Strength_restored
31,Kale,Pizza,Protein,2544,no,no,252,Strength_restored
31,Almond,Donut,Good fat,3160,yes,no,688,Strength_restored
31,Kale,Donut,Protein,1766,no,yes,166,Strength_restored
31,Kale,Donut,Protein,0,yes,no,97,Strength_restored
31,Almond,Pizza,Good fat,533,no,no,144,Strength_restored
31,Kale,Donut,Good fat,2166,no,no,577,Strength_restored
31,Kale,Donut,Good fat,26,no,yes,419,Strength_restored
31,Almond,Pizza,Protein,747,yes,no,543,Strength_restored
31,Kale,Donut,Good fat,636,yes,no,352,Strength_restored
31,Kale,Donut,Protein,136,no,no,228,Strength_restored
31,Almond,Pizza,Protein,1088,yes,no,575,Strength_restored
31,Salmon,Pizza,Good fat,-405,yes,yes,703,Strength_restored
31,Almond,Pizza,Good fat,354,no,no,242,Strength_restored
31,Almond,Pizza,Good fat,4718,yes,no,536,Strength_restored
31,Almond,Donut,Good fat,3,yes,yes,331,Strength_restored
31,Kale,Pizza,Good fat,454,no,no,266,Strength_restored
31,Beets,Donut,Good fat,5,yes,yes,635,Strength_restored
31,Almond,Pizza,Protein,360,yes,no,309,Strength_restored
31,Kale,Ramen,Carbs,459,yes,no,623,Strength_restored
31,Kale,Pizza,Good fat,13711,yes,no,1532,Strength_restored
31,Almond,Pizza,Good fat,3384,no,no,153,Strength_restored
31,Beets,Pizza,Good fat,1657,yes,yes,872,Strength_restored
31,Almond,Pizza,Good fat,11821,no,no,384,Strength_restored
31,Kale,Pizza,Good fat,208,no,no,1344,Strength_restored
31,Almond,Pizza,Good fat,12857,yes,no,483,Strength_restored
31,Almond,Pizza,Protein,190,no,no,514,Strength_restored
31,Kale,Pizza,Good fat,882,no,no,293,Strength_restored
31,Almond,Donut,Good fat,877,no,no,192,Strength_restored
31,Beets,Pizza,Good fat,302,no,no,349,Strength_restored
31,Kale,Donut,Protein,-367,yes,no,474,Strength_restored
31,Kale,Donut,Protein,3311,yes,no,719,Strength_restored
31,Kale,Donut,Carbs,-537,yes,yes,1039,Strength_restored
31,Almond,Pizza,Good fat,533,no,no,372,Strength_restored
31,Beets,Donut,Good fat,330,no,no,309,Strength_restored
31,Almond,Pizza,Protein,131,yes,no,151,Strength_restored
31,Kale,Donut,Carbs,-199,yes,yes,149,Loss_of_strength
31,Beets,Pizza,Good fat,84,no,no,157,Loss_of_strength
31,Kale,Pizza,Protein,200,no,no,315,Loss_of_strength
31,Almond,Donut,Good fat,2344,yes,no,221,Loss_of_strength
31,Beets,Donut,Good fat,1134,no,no,174,Loss_of_strength
31,Kale,Donut,Protein,593,yes,no,391,Loss_of_strength
31,Beets,Donut,Good fat,322,yes,no,159,Loss_of_strength
31,Almond,Donut,Protein,337,no,no,51,Loss_of_strength
31,Almond,Pizza,Good fat,-160,yes,no,202,Loss_of_strength
31,Almond,Donut,Protein,89,no,no,297,Loss_of_strength
31,Kale,Pizza,Protein,573,yes,no,58,Loss_of_strength
31,Kale,Pizza,Protein,1207,yes,no,163,Loss_of_strength
31,Kale,Donut,Carbs,997,yes,no,256,Loss_of_strength
31,Kale,Donut,Carbs,55,yes,yes,340,Loss_of_strength
31,Kale,Pizza,Protein,1205,yes,no,462,Loss_of_strength
31,Salmon,Pizza,Protein,379,yes,no,570,Loss_of_strength
31,Kale,Donut,Protein,1329,yes,yes,134,Loss_of_strength
31,Almond,Pizza,Good fat,-218,yes,no,227,Loss_of_strength
31,Kale,Pizza,Protein,6374,yes,no,922,Loss_of_strength
31,Kale,Donut,Protein,2591,yes,no,55,Loss_of_strength
31,Beets,Donut,Protein,20,no,no,52,Loss_of_strength
31,Kale,Donut,Protein,5,yes,no,216,Loss_of_strength
31,Kale,Donut,Protein,395,no,no,174,Loss_of_strength
31,Almond,Pizza,Protein,626,yes,no,211,Loss_of_strength
31,Almond,Donut,Good fat,166,no,no,392,Loss_of_strength
31,Beets,Donut,Protein,157,yes,no,285,Loss_of_strength
31,Kale,Pizza,Protein,2038,yes,no,148,Loss_of_strength
31,Almond,Pizza,Good fat,2983,yes,no,153,Loss_of_strength
31,Kale,Pizza,Protein,530,no,yes,251,Loss_of_strength
31,Almond,Pizza,Good fat,424,no,yes,224,Loss_of_strength
31,Beets,Pizza,Protein,203,no,yes,177,Loss_of_strength
31,Almond,Pizza,Protein,-302,yes,yes,235,Loss_of_strength
31,Almond,Donut,Good fat,0,no,no,76,Loss_of_strength
31,Kale,Pizza,Protein,2093,no,no,103,Loss_of_strength
31,Kale,Donut,Carbs,605,yes,no,334,Loss_of_strength
31,Almond,Donut,Good fat,546,no,no,147,Loss_of_strength
31,Almond,Donut,Good fat,1164,yes,yes,238,Loss_of_strength
31,Beets,Pizza,Good fat,17924,yes,no,608,Loss_of_strength
31,Almond,Donut,Good fat,1224,yes,yes,75,Loss_of_strength
31,Beets,Donut,Carbs,1074,yes,no,1438,Loss_of_strength
31,Kale,Pizza,Protein,85,no,no,151,Loss_of_strength
31,Almond,Pizza,Protein,1310,yes,no,12,Loss_of_strength
31,Almond,Pizza,Good fat,98,no,no,69,Loss_of_strength
31,Salmon,Ramen,Protein,290,yes,no,230,Loss_of_strength
31,Kale,Donut,Protein,180,no,no,222,Loss_of_strength
31,Kale,Donut,Protein,0,yes,no,224,Loss_of_strength
31,Beets,Pizza,Good fat,91,no,no,206,Loss_of_strength
31,Beets,Donut,Good fat,229,no,no,184,Loss_of_strength
31,Kale,Donut,Protein,892,yes,no,25,Loss_of_strength
31,Almond,Donut,Protein,535,no,no,249,Loss_of_strength
31,Kale,Pizza,Protein,33,yes,no,214,Loss_of_strength
31,Almond,Donut,Good fat,3914,no,yes,266,Loss_of_strength
31,Almond,Donut,Protein,368,yes,no,414,Loss_of_strength
31,Kale,Donut,Protein,106,yes,no,101,Loss_of_strength
31,Kale,Pizza,Protein,205,yes,no,342,Loss_of_strength
31,Kale,Pizza,Protein,91,yes,no,111,Loss_of_strength
31,Almond,Donut,Good fat,256,yes,no,28,Loss_of_strength
31,Almond,Donut,Good fat,1514,no,no,284,Loss_of_strength
31,Almond,Donut,Good fat,40,no,no,118,Loss_of_strength
31,Kale,Pizza,Protein,109,yes,no,419,Loss_of_strength
31,Kale,Ramen,Protein,268,no,no,118,Loss_of_strength
31,Almond,Donut,Protein,298,yes,yes,518,Loss_of_strength
31,Kale,Pizza,Protein,216,no,no,138,Loss_of_strength
31,Almond,Pizza,Protein,81,yes,no,215,Loss_of_strength
31,Almond,Donut,Good fat,1343,yes,yes,85,Loss_of_strength
31,Kale,Donut,Protein,2363,yes,no,247,Loss_of_strength
31,Kale,Pizza,Protein,137,no,no,27,Loss_of_strength
31,Almond,Donut,Good fat,1384,yes,no,203,Loss_of_strength
31,Almond,Donut,Protein,3,yes,no,37,Loss_of_strength
31,Kale,Donut,Protein,182,no,no,231,Loss_of_strength
31,Kale,Donut,Protein,4471,yes,no,296,Loss_of_strength
31,Salmon,Pizza,Protein,159,yes,no,66,Loss_of_strength
31,Kale,Donut,Carbs,2603,yes,no,224,Loss_of_strength
31,Kale,Pizza,Protein,629,yes,no,369,Loss_of_strength
31,Kale,Ramen,Protein,304,no,no,133,Loss_of_strength
31,Kale,Pizza,Protein,1282,no,no,144,Loss_of_strength
31,Almond,Donut,Good fat,927,no,no,100,Loss_of_strength
31,Almond,Pizza,Good fat,0,no,no,9,Loss_of_strength
31,Kale,Pizza,Bad fat,17,yes,no,72,Loss_of_strength
31,Kale,Pizza,Good fat,2744,yes,no,309,Loss_of_strength
31,Almond,Pizza,Good fat,0,no,no,191,Loss_of_strength
31,Kale,Ramen,Protein,10787,yes,no,135,Loss_of_strength
31,Kale,Pizza,Good fat,328,yes,no,414,Loss_of_strength
31,Almond,Pizza,Good fat,471,no,no,153,Loss_of_strength
31,Kale,Donut,Carbs,-848,yes,no,559,Loss_of_strength
31,Beets,Pizza,Good fat,140,yes,no,11,Loss_of_strength
31,Kale,Pizza,Protein,40,no,no,123,Loss_of_strength
31,Kale,Donut,Protein,557,yes,yes,185,Loss_of_strength
31,Kale,Pizza,Protein,2194,no,no,275,Loss_of_strength
31,Almond,Ramen,Good fat,-6,no,yes,119,Loss_of_strength
31,Salmon,Donut,Protein,10,yes,yes,161,Loss_of_strength
31,Kale,Pizza,Protein,609,yes,no,1126,Loss_of_strength
31,Kale,Pizza,Protein,222,yes,no,168,Loss_of_strength
31,Salmon,Pizza,Protein,131,yes,no,157,Loss_of_strength
31,Kale,Pizza,Protein,271,yes,no,269,Loss_of_strength
31,Kale,Pizza,Good fat,4951,no,no,150,Loss_of_strength
31,Almond,Pizza,Good fat,0,yes,no,97,Loss_of_strength
31,Kale,Pizza,Protein,628,yes,no,1083,Loss_of_strength
31,Kale,Donut,Protein,-463,yes,no,210,Loss_of_strength
31,Kale,Donut,Protein,589,yes,yes,151,Loss_of_strength
31,Kale,Donut,Protein,1779,yes,no,85,Loss_of_strength
31,Kale,Pizza,Good fat,307,no,no,597,Loss_of_strength
31,Almond,Pizza,Good fat,30,no,no,161,Loss_of_strength
31,Almond,Donut,Protein,113,yes,no,474,Loss_of_strength
31,Almond,Donut,Good fat,1575,no,no,178,Loss_of_strength
31,Kale,Pizza,Protein,-475,yes,no,232,Loss_of_strength
31,Almond,Donut,Good fat,1170,no,no,200,Loss_of_strength
31,Almond,Pizza,Good fat,41,yes,no,392,Loss_of_strength
31,Almond,Pizza,Good fat,0,no,no,11,Loss_of_strength
31,Kale,Donut,Protein,371,yes,yes,654,Loss_of_strength
31,Beets,Donut,Protein,3,no,no,91,Loss_of_strength
31,Kale,Donut,Good fat,165,no,no,218,Loss_of_strength
31,Almond,Donut,Protein,1064,no,no,60,Loss_of_strength
31,Kale,Donut,Protein,5345,yes,no,260,Loss_of_strength
31,Kale,Donut,Protein,30,yes,no,172,Loss_of_strength
31,Kale,Pizza,Protein,1222,yes,no,186,Loss_of_strength
31,Kale,Donut,Protein,1660,yes,no,342,Loss_of_strength
31,Kale,Pizza,Protein,205,yes,no,465,Loss_of_strength
31,Kale,Donut,Protein,7369,no,no,204,Loss_of_strength
31,Kale,Donut,Carbs,-454,yes,yes,861,Loss_of_strength
31,Kale,Pizza,Protein,900,yes,no,221,Loss_of_strength
31,Almond,Donut,Good fat,596,no,no,192,Loss_of_strength
31,Kale,Donut,Protein,2050,yes,no,271,Loss_of_strength
31,Kale,Donut,Protein,-327,yes,no,408,Loss_of_strength
31,Almond,Pizza,Good fat,4331,yes,no,318,Loss_of_strength
31,Kale,Donut,Carbs,0,yes,yes,59,Loss_of_strength
31,Kale,Pizza,Protein,2137,no,no,413,Loss_of_strength
31,Kale,Donut,Protein,369,yes,yes,89,Loss_of_strength
31,Almond,Donut,Good fat,83,no,no,300,Loss_of_strength
31,Kale,Ramen,Protein,-209,yes,no,154,Loss_of_strength
31,Kale,Pizza,Protein,1629,yes,no,344,Loss_of_strength
31,Kale,Pizza,Good fat,23,no,no,121,Loss_of_strength
31,Kale,Donut,Protein,505,yes,no,218,Loss_of_strength
31,Kale,Donut,Protein,43,yes,no,405,Loss_of_strength
31,Kale,Donut,Carbs,196,no,no,248,Loss_of_strength
31,Kale,Pizza,Protein,2916,no,no,174,Loss_of_strength
31,Kale,Pizza,Protein,253,no,no,262,Loss_of_strength
31,Kale,Donut,Protein,28,yes,no,101,Loss_of_strength
31,Almond,Pizza,Protein,162,yes,no,247,Loss_of_strength
31,Salmon,Pizza,Bad fat,301,yes,no,371,Loss_of_strength
31,Salmon,Ramen,Good fat,0,yes,no,164,Loss_of_strength
31,Almond,Pizza,Protein,430,yes,no,103,Loss_of_strength
31,Almond,Pizza,Good fat,0,yes,yes,117,Loss_of_strength
31,Beets,Pizza,Protein,315,no,no,130,Loss_of_strength
31,Kale,Donut,Protein,477,no,no,146,Loss_of_strength
31,Beets,Donut,Protein,-825,yes,no,179,Loss_of_strength
31,Almond,Pizza,Good fat,3,no,no,406,Loss_of_strength
31,Salmon,Donut,Good fat,1216,no,no,150,Loss_of_strength
31,Almond,Pizza,Good fat,0,no,no,101,Loss_of_strength
31,Kale,Pizza,Protein,2088,no,no,15,Loss_of_strength
31,Kale,Donut,Protein,41,yes,no,265,Loss_of_strength
31,Kale,Donut,Protein,-160,yes,no,126,Loss_of_strength
31,Kale,Donut,Protein,-302,no,no,195,Loss_of_strength
31,Kale,Pizza,Protein,8,no,no,340,Loss_of_strength
31,Kale,Donut,Protein,0,yes,yes,71,Loss_of_strength
31,Almond,Pizza,Protein,554,yes,no,94,Loss_of_strength
31,Almond,Pizza,Good fat,1675,no,no,114,Loss_of_strength
31,Kale,Pizza,Protein,4888,yes,no,475,Loss_of_strength
31,Kale,Donut,Protein,3364,yes,no,290,Loss_of_strength
31,Kale,Donut,Good fat,15,no,no,389,Loss_of_strength
31,Kale,Pizza,Protein,1819,yes,no,226,Loss_of_strength
31,Almond,Pizza,Good fat,0,no,no,155,Loss_of_strength
31,Almond,Pizza,Protein,779,yes,yes,219,Loss_of_strength
31,Beets,Donut,Good fat,414,no,no,169,Loss_of_strength
31,Almond,Donut,Protein,212,yes,no,191,Loss_of_strength
31,Almond,Pizza,Protein,523,no,yes,323,Loss_of_strength
31,Kale,Pizza,Good fat,1166,yes,no,207,Loss_of_strength
31,Almond,Donut,Good fat,0,yes,no,108,Loss_of_strength
31,Almond,Pizza,Protein,476,no,no,284,Loss_of_strength
31,Kale,Pizza,Good fat,1626,no,no,15,Loss_of_strength
31,Kale,Pizza,Protein,2388,no,no,123,Loss_of_strength
31,Kale,Donut,Protein,255,yes,yes,295,Loss_of_strength
31,Almond,Pizza,Good fat,5691,yes,no,37,Loss_of_strength
31,Kale,Donut,Protein,1131,yes,yes,126,Loss_of_strength
31,Almond,Donut,Good fat,303,yes,no,143,Loss_of_strength
31,Kale,Pizza,Protein,23,no,no,116,Loss_of_strength
31,Kale,Donut,Good fat,95,no,no,48,Loss_of_strength
31,Kale,Donut,Carbs,68,yes,no,226,Loss_of_strength
31,Almond,Pizza,Good fat,1308,no,no,323,Loss_of_strength
31,Kale,Donut,Protein,0,yes,no,133,Loss_of_strength
31,Almond,Donut,Protein,3540,yes,no,441,Loss_of_strength
31,Kale,Pizza,Good fat,967,no,no,210,Loss_of_strength
